date,home,away,match_id,home_score,away_score
2021-03-21 09:00:00,MOLLET,TT 729 CTT RODA DE TER CdE,2002,0,6
2021-03-21 11:30:00,MOLLET,TT 733 TT TORELLÓ CdE,2002,0,6
2021-03-21 09:00:00,BELLVITGE ALHEÑA,LLUÏSOS DE GRÀCIA,731,5,1
2021-03-21 09:00:00,MASQUEFA TTC,CTT ATENEU 1882,732,3,3
2021-03-21 11:30:00,BELLVITGE ALHEÑA,CTT ATENEU 1882,735,6,0
2021-03-21 11:30:00,MASQUEFA TTC,LLUÏSOS DE GRÀCIA,736,4,2
2021-03-28 09:00:00,BELLVITGE ALHEÑA,MOLLET 2002 TT,737,3,3
2021-03-28 11:30:00,MASQUEFA TTC,MOLLET 2002 TT,741,3,3
2021-03-28 09:00:00,LLUÏSOS DE GRÀCIA,CTT RODA DE TER,739,4,2
2021-03-28 09:00:00,CTT ATENEU,740 TT TORELLÓ,1882,2,4
2021-03-28 11:30:00,CTT ATENEU,743 CTT RODA DE TER,1882,4,2
2021-03-28 11:30:00,LLUÏSOS DE GRÀCIA,TT TORELLÓ,744,2,4
2021-04-11 11:00:00,BELLVITGE ALHEÑA,MASQUEFA TTC,747,4,2
2021-04-11 11:00:00,CTT ATENEU,748 LLUÏSOS DE GRÀCIA,1882,3,3
2021-04-11 11:00:00,CTT RODA DE TER,TT TORELLÓ,746,3,3
2021-04-18 09:00:00,CTT RODA DE TER,BELLVITGE ALHEÑA,751,0,6
2021-04-18 09:00:00,TT TORELLÓ,MASQUEFA TTC,752,3,3
2021-04-18 11:30:00,CTT RODA DE TER,MASQUEFA TTC,755,2,4
2021-04-18 11:30:00,TT TORELLÓ,BELLVITGE ALHEÑA,756,2,4
2021-04-18 09:00:00,MOLLET,TT 749 LLUÏSOS DE GRÀCIA,2002,5,1
2021-04-18 11:30:00,MOLLET,TT 753 CTT ATENEU 1882,2002,3,3
2021-04-25 09:00:00,LLUÏSOS DE GRÀCIA,BELLVITGE ALHEÑA,759,1,5
2021-04-25 09:00:00,CTT ATENEU,760 MASQUEFA TTC,1882,2,4
2021-04-25 11:30:00,CTT ATENEU,763 BELLVITGE ALHEÑA,1882,2,4
2021-04-25 11:30:00,LLUÏSOS DE GRÀCIA,MASQUEFA TTC,764,3,3
2021-04-25 09:00:00,TT TORELLÓ,MOLLET 2002 TT,757,2,4
2021-04-25 11:30:00,CTT RODA DE TER,MOLLET 2002 TT,761,3,3
2021-05-09 09:00:00,CTT RODA DE TER,LLUÏSOS DE GRÀCIA,767,3,3
2021-05-09 09:00:00,TT TORELLÓ,CTT ATENEU 1882,768,4,2
2021-05-09 11:30:00,CTT RODA DE TER,CTT ATENEU 1882,771,3,3
2021-05-09 11:30:00,TT TORELLÓ,LLUÏSOS DE GRÀCIA,772,3,3
2021-05-09 09:00:00,MOLLET,TT 765 MASQUEFA TTC,2002,4,2
2021-05-09 11:30:00,MOLLET,TT 769 BELLVITGE ALHEÑA,2002,2,4
2021-05-22 10:00:00,LLUÏSOS DE GRÀCIA,CTT ATENEU 1882,776,5,1
2021-05-23 11:00:00,MASQUEFA TTC,BELLVITGE ALHEÑA,775,3,3
2021-05-23 11:00:00,TT TORELLÓ,CTT RODA DE TER,774,2,4
2021-05-30 09:00:00,BELLVITGE ALHEÑA,CTT RODA DE TER CdE,777,6,0
2021-05-30 09:00:00,MASQUEFA TTC,TT TORELLÓ,778,4,2
2021-05-30 11:30:00,MASQUEFA TTC,CTT RODA DE TER CdE,781,6,0
2021-05-30 11:30:00,BELLVITGE ALHEÑA,TT TORELLÓ,782,4,2
2021-05-29 15:30:00,LLUÏSOS DE GRÀCIA,MOLLET 2002 TT,779,3,3
2021-05-29 18:00:00,CTT ATENEU,783 MOLLET 2002 TT,1882,2,4
