date,home,away,match_id,home_score,away_score
2021-10-17 11:00:00,BADAGRES BADALONA,MOLLET 2002 TT,225,2,4
2021-10-17 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,GIRBAU VIC TT,226,4,2
2021-10-17 11:00:00,CTT OLESA,CTT RIPOLLET,227,1,5
2021-10-17 11:00:00,CTT RODA DE TER,CTT SANT QUIRZE DEL VALLÈS,228,1,5
2021-10-23 17:00:00,MOLLET,TT 229 CTT SANT QUIRZE DEL VALLÈS,2002,1,5
2021-10-24 10:00:00,CTT RIPOLLET,CTT RODA DE TER,230,4,2
2021-10-24 11:00:00,GIRBAU VIC TT,CTT OLESA,231,4,2
2021-10-24 11:00:00,BADAGRES BADALONA,PauFolchFisio - LLUÏSOS DE GRÀCIA A,232,1,5
2021-11-14 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,MOLLET 2002 TT,233,4,2
2021-11-13 11:00:00,CTT OLESA,BADAGRES BADALONA,234,2,4
2021-11-14 11:00:00,CTT RODA DE TER,GIRBAU VIC TT,235,2,4
2021-11-13 10:00:00,CTT SANT QUIRZE DEL VALLÈS,CTT RIPOLLET,236,4,2
2021-11-20 17:00:00,MOLLET,TT 237 CTT RIPOLLET,2002,1,5
2021-11-21 11:00:00,GIRBAU VIC TT,CTT SANT QUIRZE DEL VALLÈS,238,2,4
2021-11-21 11:00:00,BADAGRES BADALONA,CTT RODA DE TER,239,5,1
2021-11-21 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,CTT OLESA,240,4,2
2021-11-28 11:00:00,CTT OLESA,MOLLET 2002 TT,241,3,4
2021-11-28 11:00:00,CTT RODA DE TER,PauFolchFisio - LLUÏSOS DE GRÀCIA A,242,4,3
2021-11-27 10:00:00,CTT SANT QUIRZE DEL VALLÈS,BADAGRES BADALONA,243,5,1
2021-11-28 10:00:00,CTT RIPOLLET,GIRBAU VIC TT,244,4,3
2021-12-11 17:00:00,MOLLET,TT 245 GIRBAU VIC TT,2002,4,3
2021-12-12 11:00:00,BADAGRES BADALONA,CTT RIPOLLET,246,4,2
2021-12-12 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,CTT SANT QUIRZE DEL VALLÈS,247,4,2
2021-12-12 11:00:00,CTT OLESA,CTT RODA DE TER,248,4,3
2021-12-19 11:00:00,CTT RODA DE TER,MOLLET 2002 TT,249,2,4
2021-12-18 10:00:00,CTT SANT QUIRZE DEL VALLÈS,CTT OLESA,250,2,4
2021-12-19 10:00:00,CTT RIPOLLET,PauFolchFisio - LLUÏSOS DE GRÀCIA A,251,3,4
2021-12-19 11:00:00,GIRBAU VIC TT,BADAGRES BADALONA,252,5,1
2022-01-08 17:00:00,MOLLET,TT 253 BADAGRES BADALONA,2002,2,4
2022-01-09 11:00:00,GIRBAU VIC TT,PauFolchFisio - LLUÏSOS DE GRÀCIA A,254,3,4
2022-01-09 10:00:00,CTT RIPOLLET,CTT OLESA,255,5,1
2022-01-13 20:00:00,CTT SANT QUIRZE DEL VALLÈS,CTT RODA DE TER,256,6,0
2022-01-15 10:00:00,CTT SANT QUIRZE DEL VALLÈS,MOLLET 2002 TT,257,6,0
2022-01-16 11:00:00,CTT RODA DE TER,CTT RIPOLLET,258,4,3
2022-01-16 11:00:00,CTT OLESA,GIRBAU VIC TT,259,0,6
2022-01-16 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,BADAGRES BADALONA,260,4,3
2022-01-29 17:00:00,MOLLET,TT 261 PauFolchFisio - LLUÏSOS DE GRÀCIA A,2002,4,3
2022-01-30 11:00:00,BADAGRES BADALONA,CTT OLESA,262,4,2
2022-01-30 11:00:00,GIRBAU VIC TT,CTT RODA DE TER,263,5,1
2022-01-29 10:00:00,CTT RIPOLLET,CTT SANT QUIRZE DEL VALLÈS,264,1,5
2022-02-05 17:00:00,CTT RIPOLLET,MOLLET 2002 TT,265,4,2
2022-02-05 10:00:00,CTT SANT QUIRZE DEL VALLÈS,GIRBAU VIC TT,266,4,3
2022-02-06 11:00:00,CTT RODA DE TER,BADAGRES BADALONA,267,4,3
2022-02-06 11:00:00,CTT OLESA,PauFolchFisio - LLUÏSOS DE GRÀCIA A,268,3,4
2022-02-12 17:00:00,MOLLET,TT 269 CTT OLESA,2002,4,2
2022-02-13 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,CTT RODA DE TER,270,6,0
2022-02-13 11:00:00,BADAGRES BADALONA,CTT SANT QUIRZE DEL VALLÈS,271,0,6
2022-02-13 11:00:00,GIRBAU VIC TT,CTT RIPOLLET,272,5,1
2022-02-27 11:00:00,GIRBAU VIC TT,MOLLET 2002 TT,273,4,2
2022-02-26 17:00:00,CTT RIPOLLET,BADAGRES BADALONA,274,4,3
2022-02-26 10:00:00,CTT SANT QUIRZE DEL VALLÈS,PauFolchFisio - LLUÏSOS DE GRÀCIA A,275,5,1
2022-02-27 11:00:00,CTT RODA DE TER,CTT OLESA,276,3,4
2022-03-19 17:00:00,MOLLET,TT 277 CTT RODA DE TER,2002,3,4
2022-03-20 11:00:00,CTT OLESA,CTT SANT QUIRZE DEL VALLÈS,278,0,6
2022-03-20 11:00:00,PauFolchFisio - LLUÏSOS DE GRÀCIA A,CTT RIPOLLET,279,2,4
2022-03-20 11:00:00,BADAGRES BADALONA,GIRBAU VIC TT,280,4,2
