date,home,away,match_id,home_score,away_score
2022-09-24 17:00:00,CN MATARÓ,CTT VILASSAR DE MAR L'OBRERA,1851,6,0
2022-09-25 11:00:00,CTT CARDEDEU EIG,CTT GRANOLLERS A,1852,2,4
2022-09-25 11:00:00,CATT SANT CELONI,CLUB NATACIO SABADELL B,1853,5,1
2022-09-25 10:00:00,ATT PREMIÀ DE MAR,SURIS CALELLA,1854,5,1
2022-10-16 11:00:00,CLUB NATACIO SABADELL B,ATT PREMIÀ DE MAR,1856,2,4
2022-10-16 11:00:00,CTT GRANOLLERS A,CATT SANT CELONI,1857,6,0
2022-10-16 11:00:00,CTT VILASSAR DE MAR L'OBRERA,CTT CARDEDEU EIG,1858,2,4
2022-10-16 11:00:00,EUROCLIMA BADALONA,TT PARETS A,1860,3,4
2022-10-22 17:00:00,CN MATARÓ,EUROCLIMA BADALONA,1862,5,1
2022-10-23 11:00:00,CATT SANT CELONI,CTT VILASSAR DE MAR L'OBRERA,1864,5,1
2022-10-23 10:00:00,ATT PREMIÀ DE MAR,CTT GRANOLLERS A,1865,4,2
2022-10-23 11:00:00,SURIS CALELLA,CLUB NATACIO SABADELL B,1866,4,2
2022-10-30 11:00:00,CTT GRANOLLERS A,SURIS CALELLA,1868,6,0
2022-10-30 11:00:00,CTT VILASSAR DE MAR L'OBRERA,ATT PREMIÀ DE MAR,1869,2,4
2022-10-30 11:00:00,EUROCLIMA BADALONA,CTT CARDEDEU EIG,1871,2,4
2022-10-30 11:00:00,TT PARETS A,CN MATARÓ,1872,4,2
2022-11-06 11:00:00,CTT CARDEDEU EIG,TT PARETS A,1874,2,4
2022-11-06 11:00:00,CATT SANT CELONI,EUROCLIMA BADALONA,1875,4,3
2022-11-06 11:00:00,SURIS CALELLA,CTT VILASSAR DE MAR L'OBRERA,1877,1,5
2022-11-06 11:00:00,CLUB NATACIO SABADELL B,CTT GRANOLLERS A,1878,0,6
2022-11-20 11:00:00,CTT VILASSAR DE MAR L'OBRERA,CLUB NATACIO SABADELL B,1880,3,4
2022-11-20 11:00:00,EUROCLIMA BADALONA,ATT PREMIÀ DE MAR,1882,5,1
2022-11-20 11:00:00,TT PARETS A,CATT SANT CELONI,1883,4,2
2022-11-19 17:00:00,CN MATARÓ,CTT CARDEDEU EIG,1884,4,2
2022-11-27 11:00:00,CATT SANT CELONI,CN MATARÓ,1886,1,5
2022-11-27 10:00:00,ATT PREMIÀ DE MAR,TT PARETS A,1887,1,5
2022-11-27 11:00:00,SURIS CALELLA,EUROCLIMA BADALONA,1888,3,4
2022-11-27 11:00:00,CTT GRANOLLERS A,CTT VILASSAR DE MAR L'OBRERA,1890,6,0
2022-12-04 11:00:00,EUROCLIMA BADALONA,CLUB NATACIO SABADELL B,1893,4,3
2022-12-04 11:00:00,TT PARETS A,SURIS CALELLA,1894,6,0
2022-12-03 17:00:00,CN MATARÓ,ATT PREMIÀ DE MAR,1895,5,1
2022-12-04 11:00:00,CTT CARDEDEU EIG,CATT SANT CELONI,1896,2,4
2022-12-18 10:00:00,ATT PREMIÀ DE MAR,CTT CARDEDEU EIG,1898,3,4
2022-12-18 11:00:00,SURIS CALELLA,CN MATARÓ,1899,2,4
2022-12-18 11:00:00,CLUB NATACIO SABADELL B,TT PARETS A,1900,1,5
2022-12-18 11:00:00,CTT GRANOLLERS A,EUROCLIMA BADALONA,1901,4,2
2023-01-15 11:00:00,EUROCLIMA BADALONA,CTT VILASSAR DE MAR L'OBRERA,1904,6,0
2023-01-14 18:00:00,TT PARETS A,CTT GRANOLLERS A,1905,4,2
2023-01-14 17:00:00,CN MATARÓ,CLUB NATACIO SABADELL B,1906,6,0
2023-01-15 11:00:00,CTT CARDEDEU EIG,SURIS CALELLA,1907,6,0
2023-01-15 11:00:00,CATT SANT CELONI,ATT PREMIÀ DE MAR,1908,4,2
2023-01-22 11:00:00,SURIS CALELLA,CATT SANT CELONI,1910,4,2
2023-01-22 11:00:00,CLUB NATACIO SABADELL B,CTT CARDEDEU EIG,1911,2,4
2023-01-22 11:00:00,CTT GRANOLLERS A,CN MATARÓ,1912,3,4
2023-01-22 11:00:00,CTT VILASSAR DE MAR L'OBRERA,TT PARETS A,1913,0,6
2023-01-29 11:00:00,CTT VILASSAR DE MAR L'OBRERA,CN MATARÓ,1917,1,5
2023-01-29 11:00:00,CTT GRANOLLERS A,CTT CARDEDEU EIG,1918,4,3
2023-01-29 11:00:00,CLUB NATACIO SABADELL B,CATT SANT CELONI,1919,2,4
2023-01-29 11:00:00,SURIS CALELLA,ATT PREMIÀ DE MAR,1920,4,3
2023-02-05 10:00:00,ATT PREMIÀ DE MAR,CLUB NATACIO SABADELL B,1922,2,4
2023-02-05 11:00:00,CATT SANT CELONI,CTT GRANOLLERS A,1923,4,3
2023-02-05 11:00:00,CTT CARDEDEU EIG,CTT VILASSAR DE MAR L'OBRERA,1924,5,1
2023-02-05 11:00:00,TT PARETS A,EUROCLIMA BADALONA,1926,5,1
2023-02-12 11:00:00,EUROCLIMA BADALONA,CN MATARÓ,1928,0,6
2023-02-12 11:00:00,CTT VILASSAR DE MAR L'OBRERA,CATT SANT CELONI,1930,2,4
2023-02-12 11:00:00,CTT GRANOLLERS A,ATT PREMIÀ DE MAR,1931,4,2
2023-02-12 11:00:00,CLUB NATACIO SABADELL B,SURIS CALELLA,1932,0,6
2023-02-19 11:00:00,SURIS CALELLA,CTT GRANOLLERS A,1934,1,5
2023-02-19 10:00:00,ATT PREMIÀ DE MAR,CTT VILASSAR DE MAR L'OBRERA,1935,4,2
2023-02-19 11:00:00,CTT CARDEDEU EIG,EUROCLIMA BADALONA,1937,5,1
2023-02-18 17:00:00,CN MATARÓ,TT PARETS A,1938,5,1
2023-02-26 11:00:00,TT PARETS A,CTT CARDEDEU EIG,1940,4,2
2023-02-26 11:00:00,EUROCLIMA BADALONA,CATT SANT CELONI,1941,3,4
2023-02-26 11:00:00,CTT VILASSAR DE MAR L'OBRERA,SURIS CALELLA,1943,2,4
2023-02-26 11:00:00,CTT GRANOLLERS A,CLUB NATACIO SABADELL B,1944,5,1
2023-03-05 11:00:00,CLUB NATACIO SABADELL B,CTT VILASSAR DE MAR L'OBRERA,1946,2,4
2023-03-05 10:00:00,ATT PREMIÀ DE MAR,EUROCLIMA BADALONA,1948,2,4
2023-03-05 11:00:00,CATT SANT CELONI,TT PARETS A,1949,5,1
2023-03-05 11:00:00,CTT CARDEDEU EIG,CN MATARÓ,1950,0,6
2023-03-11 17:00:00,CN MATARÓ,CATT SANT CELONI,1952,4,2
2023-03-12 11:00:00,TT PARETS A,ATT PREMIÀ DE MAR,1953,6,0
2023-03-12 11:00:00,EUROCLIMA BADALONA,SURIS CALELLA,1954,4,2
2023-03-19 11:00:00,CTT VILASSAR DE MAR L'OBRERA,CTT GRANOLLERS A,1956,1,5
2023-04-02 11:00:00,CLUB NATACIO SABADELL B,EUROCLIMA BADALONA,1959,2,4
2023-04-02 11:00:00,SURIS CALELLA,TT PARETS A,1960,3,4
2023-04-02 10:00:00,ATT PREMIÀ DE MAR,CN MATARÓ,1961,0,6
2023-04-02 11:00:00,CATT SANT CELONI,CTT CARDEDEU EIG,1962,2,4
2023-04-16 11:00:00,CTT CARDEDEU EIG,ATT PREMIÀ DE MAR,1964,5,1
2023-04-15 17:00:00,CN MATARÓ,SURIS CALELLA,1965,6,0
2023-04-16 11:00:00,TT PARETS A,CLUB NATACIO SABADELL B,1966,6,0
2023-04-16 11:00:00,EUROCLIMA BADALONA,CTT GRANOLLERS A,1967,1,5
2023-04-23 11:00:00,CTT VILASSAR DE MAR L'OBRERA,EUROCLIMA BADALONA,1970,2,4
2023-04-23 11:00:00,CTT GRANOLLERS A,TT PARETS A,1971,4,3
2023-04-23 11:00:00,CLUB NATACIO SABADELL B,CN MATARÓ,1972,0,6
2023-04-23 11:00:00,SURIS CALELLA,CTT CARDEDEU EIG,1973,5,1
2023-04-23 10:00:00,ATT PREMIÀ DE MAR,CATT SANT CELONI,1974,2,4
2023-04-30 11:00:00,CATT SANT CELONI,SURIS CALELLA,1976,5,1
2023-04-30 11:00:00,CTT CARDEDEU EIG,CLUB NATACIO SABADELL B,1977,4,2
2023-04-29 17:00:00,CN MATARÓ,CTT GRANOLLERS A,1978,6,0
2023-04-30 11:00:00,TT PARETS A,CTT VILASSAR DE MAR L'OBRERA,1979,6,0
