date,home,away,match_id,home_score,away_score
2022-09-27 20:00:00,EL CENTRE,UE SANT CUGAT,2317,4,2
2022-09-27 20:00:00,CC SANT ANDREU,CTT ATC MOLINS DE REI,2318,4,3
2022-09-27 20:30:00,CTT L'AVENÇ,AGRUPACIÓ CONGRÉS,2319,5,1
2022-09-27 20:00:00,CATT SANT CELONI,CTT CARDEDEU EIG,2320,3,4
2022-10-04 20:30:00,UE SANT CUGAT,CTT CARDEDEU EIG,2321,3,4
2022-10-05 20:30:00,AGRUPACIÓ CONGRÉS,CATT SANT CELONI,2322,6,0
2022-10-04 20:30:00,CTT ATC MOLINS DE REI,CTT L'AVENÇ,2323,4,2
2022-10-04 20:00:00,EL CENTRE,CC SANT ANDREU,2324,2,4
2022-10-18 20:00:00,CC SANT ANDREU,UE SANT CUGAT,2325,4,3
2022-10-18 20:30:00,CTT L'AVENÇ,EL CENTRE,2326,3,4
2022-10-18 20:00:00,CATT SANT CELONI,CTT ATC MOLINS DE REI,2327,1,5
2022-10-18 20:00:00,CTT CARDEDEU EIG,AGRUPACIÓ CONGRÉS,2328,2,4
2022-10-25 20:30:00,UE SANT CUGAT,AGRUPACIÓ CONGRÉS CdE,2329,0,6
2022-10-25 20:30:00,CTT ATC MOLINS DE REI,CTT CARDEDEU EIG,2330,6,0
2022-10-25 20:00:00,EL CENTRE,CATT SANT CELONI,2331,5,1
2022-10-25 20:00:00,CC SANT ANDREU,CTT L'AVENÇ,2332,5,1
2022-11-08 20:30:00,CTT L'AVENÇ,UE SANT CUGAT,2333,3,4
2022-11-08 20:00:00,CATT SANT CELONI,CC SANT ANDREU,2334,2,4
2022-11-08 20:00:00,CTT CARDEDEU EIG,EL CENTRE,2335,4,2
2022-11-09 20:30:00,AGRUPACIÓ CONGRÉS,CTT ATC MOLINS DE REI,2336,4,3
2022-11-15 20:30:00,UE SANT CUGAT,CTT ATC MOLINS DE REI,2337,1,5
2022-11-15 20:00:00,EL CENTRE,AGRUPACIÓ CONGRÉS,2338,1,5
2022-11-15 20:00:00,CC SANT ANDREU,CTT CARDEDEU EIG,2339,3,4
2022-11-15 20:30:00,CTT L'AVENÇ,CATT SANT CELONI,2340,5,1
2022-11-22 20:00:00,CATT SANT CELONI,UE SANT CUGAT,2341,5,1
2022-11-22 20:00:00,CTT CARDEDEU EIG,CTT L'AVENÇ,2342,4,2
2022-11-23 20:30:00,AGRUPACIÓ CONGRÉS,CC SANT ANDREU,2343,3,4
2022-11-22 20:30:00,CTT ATC MOLINS DE REI,EL CENTRE,2344,6,0
2022-11-29 20:30:00,UE SANT CUGAT,EL CENTRE,2345,2,4
2022-11-29 20:30:00,CTT ATC MOLINS DE REI,CC SANT ANDREU,2346,5,1
2022-11-30 20:30:00,AGRUPACIÓ CONGRÉS,CTT L'AVENÇ,2347,4,2
2022-11-29 20:00:00,CTT CARDEDEU EIG,CATT SANT CELONI,2348,5,1
2022-12-13 20:00:00,CTT CARDEDEU EIG,UE SANT CUGAT,2349,4,3
2022-12-13 20:00:00,CATT SANT CELONI,AGRUPACIÓ CONGRÉS,2350,3,4
2022-12-13 20:30:00,CTT L'AVENÇ,CTT ATC MOLINS DE REI,2351,2,4
2022-12-13 20:00:00,CC SANT ANDREU,EL CENTRE,2352,5,1
2022-12-20 20:30:00,UE SANT CUGAT,CC SANT ANDREU,2353,2,4
2022-12-20 20:00:00,EL CENTRE,CTT L'AVENÇ,2354,1,5
2022-12-20 20:30:00,CTT ATC MOLINS DE REI,CATT SANT CELONI,2355,6,0
2022-12-21 20:30:00,AGRUPACIÓ CONGRÉS,CTT CARDEDEU EIG,2356,4,3
2023-01-11 20:30:00,AGRUPACIÓ CONGRÉS,UE SANT CUGAT,2357,6,0
2023-01-10 20:00:00,CTT CARDEDEU EIG,CTT ATC MOLINS DE REI,2358,2,4
2023-01-10 20:00:00,CATT SANT CELONI,EL CENTRE,2359,5,1
2023-01-10 20:30:00,CTT L'AVENÇ,CC SANT ANDREU,2360,4,3
2023-01-24 20:30:00,UE SANT CUGAT,CTT L'AVENÇ,2361,4,2
2023-01-24 20:00:00,CC SANT ANDREU,CATT SANT CELONI,2362,4,2
2023-01-24 20:00:00,EL CENTRE,CTT CARDEDEU EIG,2363,2,4
2023-01-24 20:30:00,CTT ATC MOLINS DE REI,AGRUPACIÓ CONGRÉS,2364,4,2
2023-01-31 20:30:00,CTT ATC MOLINS DE REI,UE SANT CUGAT,2365,5,1
2023-02-01 20:30:00,AGRUPACIÓ CONGRÉS,EL CENTRE,2366,5,1
2023-01-31 20:00:00,CTT CARDEDEU EIG,CC SANT ANDREU,2367,1,5
2023-01-31 20:00:00,CATT SANT CELONI,CTT L'AVENÇ,2368,3,4
2023-02-07 20:30:00,UE SANT CUGAT,CATT SANT CELONI,2369,1,5
2023-02-07 20:30:00,CTT L'AVENÇ,CTT CARDEDEU EIG,2370,4,3
2023-02-07 20:00:00,CC SANT ANDREU,AGRUPACIÓ CONGRÉS,2371,1,5
2023-02-07 20:00:00,EL CENTRE,CTT ATC MOLINS DE REI,2372,2,4
