date,home,away,match_id,home_score,away_score
2023-10-03 20:00:00,MOLLET,TT A 2709 EL CIERVO,2002,5,1
2023-10-03 20:30:00,CTT RUBI,CTT COLLBATO B,2710,4,2
2023-10-05 20:00:00,CTT SENTMENAT,EL CERCLE TT GRÀCIA,2712,5,1
2023-10-09 20:00:00,EL CIERVO,EL CERCLE TT GRÀCIA,2713,4,2
2023-10-10 20:00:00,CTT COLLBATO B,CATT SANT CELONI C.Camp,2715,5,1
2023-10-10 20:00:00,MOLLET,TT A 2716 CTT RUBI,2002,5,1
2023-10-19 20:30:00,CTT RUBI,EL CIERVO,2717,5,1
2023-10-17 20:00:00,CATT SANT CELONI,MOLLET 2002 TT A,2718,1,5
2023-10-19 20:00:00,CTT SENTMENAT,CTT COLLBATO B,2719,4,3
2023-10-25 20:00:00,CTT COLLBATO B,EL CERCLE TT GRÀCIA,2722,4,2
2023-10-24 20:00:00,MOLLET,TT A 2723 CTT SENTMENAT,2002,2,4
2023-10-24 20:00:00,CTT RUBI,CATT SANT CELONI C.Camp,2724,4,2
2023-11-07 20:00:00,CATT SANT CELONI,EL CIERVO,2725,2,4
2023-11-09 20:00:00,CTT SENTMENAT,CTT RUBI,2726,3,4
2023-11-09 20:00:00,EL CERCLE TT GRÀCIA,MOLLET 2002 TT A,2727,3,4
2023-11-13 20:00:00,EL CIERVO,CTT COLLBATO B,2729,1,5
2023-11-16 20:00:00,CTT RUBI,EL CERCLE TT GRÀCIA C.Camp,2731,6,0
2023-11-14 20:00:00,CATT SANT CELONI,CTT SENTMENAT,2732,1,5
2023-11-23 20:00:00,CTT SENTMENAT,EL CIERVO,2733,5,1
2023-11-21 20:00:00,EL CERCLE TT GRÀCIA,CATT SANT CELONI,2734,3,4
2023-11-22 20:00:00,CTT COLLBATO B,MOLLET 2002 TT A,2736,3,4
2023-11-27 20:00:00,EL CIERVO,MOLLET 2002 TT A,2737,2,4
2023-11-29 20:00:00,CTT COLLBATO B,CTT RUBI,2738,2,4
2023-11-28 20:00:00,EL CERCLE TT GRÀCIA,CTT SENTMENAT,2740,0,6
2023-12-12 20:00:00,EL CERCLE TT GRÀCIA,EL CIERVO,2741,2,4
2023-12-13 20:00:00,CATT SANT CELONI,CTT COLLBATO B C.Camp,2743,0,6
2023-12-12 20:30:00,CTT RUBI,MOLLET 2002 TT A,2744,2,4
2023-12-18 20:00:00,EL CIERVO,CTT RUBI,2745,2,4
2023-12-19 20:00:00,MOLLET,TT A 2746 CATT SANT CELONI,2002,6,0
2023-12-20 20:00:00,CTT COLLBATO B,CTT SENTMENAT,2747,1,5
2024-01-09 20:00:00,EL CERCLE TT GRÀCIA,CTT COLLBATO B,2750,2,4
2024-01-11 20:00:00,CTT SENTMENAT,MOLLET 2002 TT A,2751,4,3
2024-01-09 20:30:00,CATT SANT CELONI,CTT RUBI C.Camp,2752,0,6
2024-01-15 20:00:00,EL CIERVO,CATT SANT CELONI,2753,4,3
2024-01-16 20:30:00,CTT RUBI,CTT SENTMENAT,2754,1,5
2024-01-16 20:00:00,MOLLET,TT A 2755 EL CERCLE TT GRÀCIA,2002,6,0
2024-01-24 20:00:00,CTT COLLBATO B,EL CIERVO,2757,6,0
2024-01-23 20:30:00,EL CERCLE TT GRÀCIA,CTT RUBI C.Camp,2759,2,4
2024-01-25 20:00:00,CTT SENTMENAT,CATT SANT CELONI,2760,6,0
2024-01-29 20:00:00,EL CIERVO,CTT SENTMENAT,2761,4,2
2024-01-30 20:00:00,CATT SANT CELONI,EL CERCLE TT GRÀCIA,2762,2,4
2024-01-30 20:00:00,MOLLET,TT A 2764 CTT COLLBATO B,2002,4,2
