date,home,away,match_id,home_score,away_score
2019-10-01 20:30:00,CTT VILAFRANCA,SCR EL CIERVO B,1849,1,5
2019-10-01 20:30:00,EL CENTRE A,CTT ATENEU 1882 A,1850,4,2
2019-10-01 20:00:00,CTT ELS AMICS DE TERRASSA,CTT CANET DE MAR,1851,4,2
2019-09-30 20:15:00,CN SABADELL A,ATT PREMIÀ DE MAR,1852,4,2
2019-10-08 20:00:00,SCR EL CIERVO B,ATT PREMIÀ DE MAR,1853,4,2
2019-10-08 20:00:00,CTT CANET DE MAR,CN SABADELL A,1854,1,5
2019-10-08 20:00:00,CTT ATENEU,A 1855 CTT ELS AMICS DE TERRASSA,1882,3,4
2019-10-08 20:30:00,CTT VILAFRANCA,EL CENTRE A,1856,4,3
2019-10-15 20:30:00,EL CENTRE A,SCR EL CIERVO B,1857,4,2
2019-10-15 20:00:00,CTT ELS AMICS DE TERRASSA,CTT VILAFRANCA,1858,4,2
2019-10-14 20:15:00,CN SABADELL A,CTT ATENEU 1882 A,1859,1,5
2019-10-15 20:00:00,ATT PREMIÀ DE MAR,CTT CANET DE MAR,1860,3,4
2019-10-22 20:00:00,SCR EL CIERVO B,CTT CANET DE MAR,1861,4,2
2019-10-22 20:00:00,CTT ATENEU,A 1862 ATT PREMIÀ DE MAR,1882,5,1
2019-10-22 20:30:00,CTT VILAFRANCA,CN SABADELL A,1863,2,4
2019-10-22 20:30:00,EL CENTRE A,CTT ELS AMICS DE TERRASSA,1864,0,6
2019-11-05 20:00:00,CTT ELS AMICS DE TERRASSA,SCR EL CIERVO B,1865,5,1
2019-11-04 20:15:00,CN SABADELL A,EL CENTRE A,1866,5,1
2019-11-05 20:00:00,ATT PREMIÀ DE MAR,CTT VILAFRANCA,1867,4,2
2019-11-05 20:00:00,CTT CANET DE MAR,CTT ATENEU 1882 A,1868,1,5
2019-11-12 20:00:00,SCR EL CIERVO B,CTT ATENEU 1882 A,1869,1,5
2019-11-12 20:30:00,CTT VILAFRANCA,CTT CANET DE MAR,1870,3,4
2019-11-12 20:30:00,EL CENTRE A,ATT PREMIÀ DE MAR,1871,5,1
2019-11-21 20:00:00,CTT ELS AMICS DE TERRASSA,CN SABADELL A,1872,4,2
2019-11-18 20:15:00,CN SABADELL A,SCR EL CIERVO B,1873,6,0
2019-11-19 20:00:00,ATT PREMIÀ DE MAR,CTT ELS AMICS DE TERRASSA,1874,1,5
2019-11-19 20:00:00,CTT CANET DE MAR,EL CENTRE A,1875,4,3
2019-11-19 20:00:00,CTT ATENEU,A 1876 CTT VILAFRANCA,1882,5,1
2019-11-26 20:00:00,SCR EL CIERVO B,CTT VILAFRANCA,1877,4,3
2019-11-26 20:00:00,CTT ATENEU,A 1878 EL CENTRE A,1882,5,1
2019-11-26 20:00:00,CTT CANET DE MAR,CTT ELS AMICS DE TERRASSA,1879,1,5
2019-11-26 20:00:00,ATT PREMIÀ DE MAR,CN SABADELL A,1880,2,4
2019-12-03 20:00:00,ATT PREMIÀ DE MAR,SCR EL CIERVO B,1881,1,5
2019-12-02 20:15:00,CN SABADELL A,CTT CANET DE MAR,1882,5,1
2019-12-03 20:00:00,CTT ELS AMICS DE TERRASSA,CTT ATENEU 1882 A,1883,6,0
2019-12-03 20:30:00,EL CENTRE A,CTT VILAFRANCA,1884,4,2
2019-12-10 20:00:00,SCR EL CIERVO B,EL CENTRE A,1885,5,1
2019-12-10 20:30:00,CTT VILAFRANCA,CTT ELS AMICS DE TERRASSA,1886,0,6
2019-12-10 20:00:00,CTT ATENEU,A 1887 CN SABADELL A,1882,3,4
2019-12-10 20:00:00,CTT CANET DE MAR,ATT PREMIÀ DE MAR,1888,5,1
2019-12-17 20:00:00,CTT CANET DE MAR,SCR EL CIERVO B,1889,3,4
2019-12-17 20:00:00,ATT PREMIÀ DE MAR,CTT ATENEU 1882 A,1890,0,6
2019-12-16 20:15:00,CN SABADELL A,CTT VILAFRANCA,1891,6,0
2019-12-17 20:00:00,CTT ELS AMICS DE TERRASSA,EL CENTRE A,1892,6,0
2020-01-09 20:00:00,SCR EL CIERVO B,CTT ELS AMICS DE TERRASSA,1893,0,6
2020-01-10 20:30:00,EL CENTRE A,CN SABADELL A,1894,0,6
2020-01-07 20:30:00,CTT VILAFRANCA,ATT PREMIÀ DE MAR,1895,4,2
2020-01-07 20:00:00,CTT ATENEU,A 1896 CTT CANET DE MAR,1882,5,1
2020-01-14 20:00:00,CTT ATENEU,A 1897 SCR EL CIERVO B,1882,6,0
2020-01-14 20:00:00,CTT CANET DE MAR,CTT VILAFRANCA,1898,4,3
2020-01-14 20:00:00,ATT PREMIÀ DE MAR,EL CENTRE A,1899,2,4
2020-01-13 20:15:00,CN SABADELL A,CTT ELS AMICS DE TERRASSA,1900,3,4
2020-01-21 20:00:00,SCR EL CIERVO B,CN SABADELL A,1901,0,6
2020-01-21 20:00:00,CTT ELS AMICS DE TERRASSA,ATT PREMIÀ DE MAR,1902,6,0
2020-01-21 20:30:00,EL CENTRE A,CTT CANET DE MAR,1903,3,4
2020-01-21 20:30:00,CTT VILAFRANCA,CTT ATENEU 1882 A,1904,2,4
